id,text,lang_code
8199,Preciso de um selo.,pt
8200,역시 물놀이를 하러 와야 했어.,ko
8201,"Chiariremo la questione, Sigg. Ribeiro e Castro.",it
8202,Xin hãy lau sạch bàn.,vi
8203,So how'd you two meet?,en
8204,Inviami un'e-mail se hai domande.,it
8205,Berapa harga rumah ini?,id
8206,Я разделяю ваши цели.,ru
8207,나는 지갑을 좀 보고 싶어.,ko
8208,Incluye cable USB de conexión.,es
8209,何を着よう?,ja
8210,Estamos subindo na palmeira.,pt
8211,Adoptez les paiements bimensuels .,fr
8212,โอเค...,th
8213,Но это сложно.,ru
8214,Neden bir yıldız olma şansını kaçırdın?,tr
8215,Không gặp không về!,vi
8216,ตอน 12:30,th
8217,주메뉴는 어떻게 주문해 드릴까요?,ko
8218,Die früheren Anwendungen waren seriell.,de
8219,Se incluye WiFi gratuita.,es
8220,Kau yang seharusnya menjaga dia.,ms
8221,"""Você tem uma caneta?"" ""Sim.""",pt
8222,Kami memantau suapan video kobra.,ms
8223,Бутан независимая страна?,ru
8224,¿Necesito un seguro de salud?,es
8225,Попробуй поискать возле Коффе Смит.,ru
8226,"Dovremo farla sedere separatamente, se è accettabile?",it
8227,Quý khách yên tâm ạ.,vi
8228,Wir arbeiten online daran.,de
8229,Une machine n'a aucune conscience.,fr
8230,Язык умирает каждые 14 дней.,ru
8231,看来是好人。,zh_cn
8232,La recherche l'a confirmé.,fr
8233,简直棒极了。,zh_cn
8234,Saya minta maaf kerana mengamuk.,ms
8235,君も行くの。,ja
8236,Тут словно Чёрная Пятница.,ru
8237,"Tapi, saya baru sahaja bercerai.",ms
8238,你装什么象?,zh_cn
8239,恭喜你订婚！,zh_cn
8240,Vedremo di più nei prossimi mesi.,it
8241,Aku akan menitipkan tasku.,id
8242,Да. Это даже 7.4.,ru
8243,He didn't say how much.,en
8244,"Táo, cam, chuối và bưởi.",vi
8245,ใครจะรู้,th
8246,Bạn sẽ phải bắt taxi.,vi
8247,警察逮捕他。,zh_cn
8248,"You don't need her, kid.",en
8249,ตู้อะไร,th
8250,償いをするわ。,ja
8251,"Это как беспроводной акселерометр, шагомер.",ru
8252,契約期間は?,ja
8253,토핑 하나 무료로 올려드릴게요.,ko
8254,Ваши комментарии следует посылать на.,ru
8255,영수증은 따로 필요 없어요.,ko
8256,Bu yıl bitmeden tekliflerin hazır olmasını bekliyoruz.,tr
8257,Digitale Medien sind eben schnelllebig.,de
8258,Não queremos uma atitude descomprometida.,pt
8259,Seharusnya saya membawa kamera saya.,id
8260,مراجعة لملاءمة تدفق ثقافة العالم.,ar
8261,Voglio comprare un televisore e voglio andare al Monte Caramelo.,it
8262,初診ですか。,ja
8263,시간을 갖기로 해 놓고서는 웃긴다!,ko
8264,حسنًا. أراك غدًا!,ar
8265,Merupakan variabel dalam penyimpanan simbol.,id
8266,Hombre mirando la tableta digital.,es
8267,"Dopodiché, non hanno avuto problemi a utilizzare l'attrezzatura.",it
8268,"Prossimo cliente, hai deciso il tuo ordine?",it
8269,Quer ir ao zoológico comigo?,pt
8270,Tu vois ce capteur ?,fr
8271,"Oh, interessant.",de
8272,Это из настоящих данных.,ru
8273,Personnel actif Développeur actif.,fr
8274,Seni ne kadar önemsediğimi sana hiç söylemedim.,tr
8275,Có thư kèm theo không?,vi
8276,อ่อนแอจริง,th
8277,ثق بأبي في هذا.,ar
8278,Saya ingin menemuimu nanti.,id
8279,Я неудачник в семье.,ru
8280,우선 재고가 있는지 확인해 보겠습니다.,ko
8281,每个五美元。,zh_cn
8282,คุณโอเคไหม,th
8283,Kamu yararını zedeleyen eylemlere son verilmelidir.,tr
8284,قد تحدث تقلصات المفاصل.,ar
8285,ตอน 8:30,th
8286,Si prega di cercare di non raffreddare l'area interessata.,it
8287,Wurde ein Fahrzeug gestohlen?,de
8288,"Контент, запрещенный законами и правилами.",ru
8289,Tenemos mucha tecnología disponible.,es
8290,สนใจเดทไหม,th
8291,Lounges mit modernster Technik ausgestattet.,de
8292,참치김밥은 먹다 보면 너무 물려.,ko
8293,Non vediamo l'ora di averti di nuovo.,it
8294,看看真厉害。,zh_cn
8295,干嘛说这些。,zh_cn
8296,Può anche contattarci online per quanto riguarda la riconsegna.,it
8297,Cái ghế đó hạng nào?,vi
8298,"Se sei pronto per ordinare, sono al tuo servizio.",it
8299,最高ですよ。,ja
8300,Gençken de utangaçtım.,tr
8301,อะไรกัน,th
8302,告诉爸爸吧。,zh_cn
8303,"A diffuser partout, merci.",fr
8304,Bagaimana kamu tahu itu?,id
8305,Он используется магнитофон для диктовки.,ru
8306,며칠이 지나도 좀 욱신욱신했어요.,ko
8307,Ray! I need your help.,en
8308,He met many interesting people.,en
8309,Bạn có muốn nôn không?,vi
8310,C'è un limite massimo per inviare denaro.,it
8311,"Tetapi awak berparti, awak berseronok.",ms
8312,И я чувствовал себя разбитым.,ru
8313,Azerbaijan berpotensi menjadi negara kaya.,id
8314,كلنا كذلك.,ar
8315,حسنًا، هل نحن جاهزون؟,ar
8316,Bạn muốn bao nhiêu vé?,vi
8317,หรือว่าไอ,th
8318,面倒くさい。,ja
8319,それ買ったら?,ja
8320,Bu cihazı şu cihaza bağlamak istiyorum.,tr
8321,Em không thèm gọi đâu.,vi
8322,"Ne yapacağımızı bilmiyoruz, yapabileceğimiz tek şey beklemek.",tr
8323,Mình vẫn muốn chơi nữa.,vi
8324,Şiddetin her türüne sıfır tolerans göstermeliyiz.,tr
8325,รอที่ไหนดี,th
8326,Warum verwenden rhythmische Turner Bänder?,de
8327,I swore off that racket.,en
8328,Biarkan aku melihatmu di rumah.,id
8329,"Dün, ""mutlu son"" beklediğini söyledi.",tr
8330,Tom selalu memiliki masalah itu.,id
8331,Quero que tu sejas amado.,pt
8332,Bạn đến đây lâu chưa?,vi
8333,Mengapa kamu tertawa.,id
8334,Remapea tu teclado con facilidad.,es
8335,لا، أنت بحال جيدة.,ar
8336,根本不能用。,zh_cn
8337,I need fresh air anyway.,en
8338,Aucune animation de disponible.,fr
8339,But she doesn't know me.,en
8340,Geleneksel yöntemlere inanırım ama bunlara bağlı kalmak istemiyorum.,tr
8341,부담임 쌤이 오라고 하셨다고?,ko
8342,¿El sistema es perfecto?,es
8343,Er wurde wegen Falschaussage bestraft.,de
8344,Sounds like it's raining outside.,en
8345,恭喜你升职。,zh_cn
8346,"Durante il Natale in Europa, tutte le strade vengono decorate.",it
8347,Você devolveu os livros?,pt
8348,Gran servicio al cliente también.,es
8349,Você vestiu o casaco?,pt
8350,私のミスです。,ja
8351,I'm afraid we've lost him.,en
8352,过得很愉快。,zh_cn
8353,アンですが。,ja
8354,I'm gonna be your eyes.,en
8355,Aynı yere seyahat etmeyi düşünüyorduk.,tr
8356,저 배우가 성공한 이유를 알겠어.,ko
8357,Fui doutrinado a odiar religião.,pt
8358,Đừng đến muộn giờ trà.,vi
8359,Pas de perte de couleur.,fr
8360,Сколько там футболных полей?,ru
8361,Nhưng massage có đau không?,vi
8362,대리 부르면 되는데 뭔 걱정이야.,ko
8363,Awak pastikan Hastings pegang janjinya.,ms
8364,知ってる?,ja
8365,มันง่ายมาก,th
8366,Но их выступления были стабильными.,ru
8367,ดูด้านดีสิ,th
8368,Tom estava tentando não rir.,pt
8369,I'm back on the street!,en
8370,Di recente ci sono molte clienti femminili singole.,it
8371,لا، لا، لا تكن سخيفًا.,ar
8372,供应在缺乏。,zh_cn
8373,船便ですか。,ja
8374,พวกเขาแพ้,th
8375,そうです。,ja
8376,Faites inspecter vos freins.,fr
8377,They hardly know each other.,en
8378,응원봉은 당연히 필수로 가져 와야지.,ko
8379,Saya suka makanan sedikit pedas.,id
8380,Şu an bile onun işkence çektiğine inanıyorum.,tr
8381,바닥을 미끄럼방지 마감으로 했어야지신.,ko
8382,Une requête de recherche enregistrée.,fr
8383,شكرًا على الأزيز بالجوار.,ar
8384,Toz çökerken etrafımda ceset parçaları vardı.,tr
8385,現下の情勢?,ja
8386,น่าเบื่อ!,th
8387,Tom rất giỏi máy tính.,vi
8388,لقد لعبت في الكلية.,ar
8389,우리 일단 어떤 거부터 살까?,ko
8390,มันดีมาก,th
8391,Descarga software ahora gratis!,es
8392,천천히 고르시고 결정되면 알려주세요.,ko
8393,여기 인스타에서 엄청 유명한 곳이던데.,ko
8394,Ela tinha então 19 anos.,pt
8395,Seu carro foi guinchado.,pt
8396,Tutto sarebbe più facile se potessimo galleggiare.,it
8397,เขารักมัน,th
8398,У тебя проблемы?,ru
8399,I'll never lose you again.,en
8400,คิดก่อนพูด,th
8401,Aucun impôt exigences de déclaration.,fr
8402,悲しいわね。,ja
8403,Disebabkan Reformis Hitam? Itu gila.,ms
8404,必要ですか。,ja
8405,Мне нужно улучшить свой английский.,ru
8406,Tim pemasaran akan memandu Anda.,id
8407,มันคือ 38B,th
8408,긴장 푸시고 찬찬히 해 보세요.,ko
8409,Kamu menyanyikan lagu dengan baik.,id
8410,Качество важнее количества.,ru
8411,Itu sangat hebat.,id
8412,Bagaimana saya bisa memuliakan Tuhan?,id
8413,Mày đứng đây đợi nhé.,vi
8414,Date un'occhiata da vicino così ne potete trovare la bellezza.,it
8415,Ta sécurité n'est pas négociable.,fr
8416,Aktivieren Sie Ihre Produkt erneut.,de
8417,إنه أفضل شيء للقيام به.,ar
8418,คุณไม่ปกติ,th
8419,Ihr Kunde fortsetzt Aufträge.,de
8420,Birçok balık ölür ve cesetleri kıyıya vurur.,tr
8421,Eu amo muito vocês.,pt
8422,My family could help you.,en
8423,Il più veloce è il servizio di posta espresso.,it
8424,賞金は?,ja
8425,おかしい!,ja
8426,Plana sadık kalma stratejisinin teröristlere avantaj sağladığını söyledi.,tr
8427,Şimdi hepimiz öleceğiz ve bu benim hatam.,tr
8428,Mi aspetto una gentile collaborazione da tutti voi!,it
8429,"CHIPMUNK, kariyerine odaklanmak için kadınlardan uzak duracağını açıkladı.",tr
8430,Vé Lotte World thế nào?,vi
8431,Так что они продолжали идти.,ru
8432,"Bu noktalardan ilki, telefon rehberlerine girişlerle ilgilidir.",tr
8433,どのくらい?,ja
8434,เธอท้อง,th
8435,좀 가져다 주면 안 돼?,ko
8436,أنت لست الرئيس.,ar
8437,จะมากี่โมง,th
8438,"Боже, храни Королеву.",ru
8439,Nous disposions d'un matériel remarquable.,fr
8440,"Successivamente, ti preghiamo di timbrare il documento qui.",it
8441,เขาคุยโม้,th
8442,Jalanan sangat licin karena salju.,id
8443,우리가 지금 있는 데가 산꼭대기니까…,ko
8444,Ce logiciel est un shareware.,fr
8445,"Untuk hubungan kita, jangan adanya?",ms
8446,你喜欢烹饪。,zh_cn
8447,Libère les données JSON.,fr
8448,Viele Haushaltsreiniger enthalten Gift.,de
8449,Abbiamo tutti diritto alla nostra opinione su questo.,it
8450,저기서 시원한 거 마시고 갈까?,ko
8451,저 사람 다리 완전 기네.,ko
8452,Puede buscar contraseñas a mano.,es
8453,"Biliyor musun, sen ve ben bunu defalarca konuştuk.",tr
8454,Seninle bir saniye arkada konuşabilir miyim?,tr
8455,球童费另算。,zh_cn
8456,去东方宾馆。,zh_cn
8457,Con tôi bị sứa đốt.,vi
8458,사진 찍기에는 좋은 풍경이 되겠네요.,ko
8459,Wir entwickeln stets neue Produkte.,de
8460,"So, she couldn't say it.",en
8461,Cuaca di sini sangat sejuk.,id
8462,Em ngồi yên đi.,vi
8463,"Ensuite, cliquez sur Continuer.",fr
8464,Lihat web Acrobat Reader.,id
8465,"Hey, you aIl,you hear something?",en
8466,You're afraid to say it.,en
8467,มันสนุกมาก,th
8468,잠시만 그러고 계시면 완료됩니다.,ko
8469,Cara untuk meredakan sakitnya.,id
8470,ไง เพื่อน,th
8471,Hai domande su come compilare il modulo?,it
8472,"Naquela época, Tom era garçom.",pt
8473,Was Bitcoin Debitkarten?,de
8474,Это не Гарвард.,ru
8475,فقط الوقت وتعليقات العملاء ستُخبرنا.,ar
8476,So how'd your meeting go?,en
8477,今度は何?,ja
8478,"Sono convinto/a di amarti, ma io qui non ci rimango.",it
8479,He thinks I'm a hero.,en
8480,Awak satu-satunya yang boleh membangkitkannya.,ms
8481,เต้นซะ!,th
8482,لا تقلقي، يا Gloria.,ar
8483,Apa kamu mencari benda tertentu?,id
8484,Я нашел себя в искусстве.,ru
8485,¿Quién viaja más en tren?,es
8486,Aku melepas kacamata sebelum tidur.,id
8487,今何時?,ja
8488,Umarım aradaki boşluğu oldukça iyi doldurabiliriz.,tr
8489,و هي مهمة حقًا.,ar
8490,أو يمكنك الاتصال بي لاحقًا.,ar
8491,Selamat atas kelulusan ujiannya.,id
8492,Onun söylediklerinin ışığında kendi görüşümüzü oluşturabileceğiz.,tr
8493,可是有奶奶。,zh_cn
8494,"Baiklah, ibumu mengalami jantung terhenti.",ms
8495,She's dealing with a lot.,en
8496,Souris et Portable non compris.,fr
8497,"Уолт Дисней, создатель Микки Мауса.",ru
8498,何泊ですか。,ja
8499,先手をとる。,ja
8500,Tôi bị sổ mũi.,vi
8501,"Bethany, kau ada banyak aduan.",ms
8502,They're en route right now.,en
8503,Adakah kamu memahami saya?,ms
8504,Ingat lama dan bisa disimpan.,id
8505,Мне нравится быть в темноте.,ru
8506,去沙滩很棒。,zh_cn
8507,I don't wanna help you.,en
8508,Это просто не соответствует действительности.,ru
8509,"Improvisateur, il est aussi compositeur.",fr
8510,觉也睡不好。,zh_cn
8511,Tom queria se encontrar comigo.,pt
8512,好书如挚友。,zh_cn
8513,Le ofrecemos posicionamiento Google Sinarcas.,es
8514,隔壁是睡房。,zh_cn
8515,Keputusan hakim itu dipengaruhi buasirnya.,ms
8516,Бангкок является столицей Таиланда.,ru
8517,Giờ mình đợi taxi tới.,vi
8518,Kann ich vom Kauf zurücktreten?,de
8519,كيف حالك؟ هل أنت بخير؟,ar
8520,Aku membantu Tom membawa kopernya.,id
8521,Мой дом построен из дерева.,ru
8522,거기 서면 내가 찍어 줄게.,ko
8523,다음에는 네가 좋아하는 곳으로 가자.,ko
8524,Финальный счет был 11: 0.,ru
8525,Tom quả là người tốt.,vi
8526,Boostez votre entreprise avec Fordaq!,fr
8527,ผิดทาง,th
8528,Япония и Корея вне борьбы.,ru
8529,Tom e eu nos entreolhávamos.,pt
8530,"Его звали Лотар, Лотар Меггендорфер.",ru
8531,Tom foi sepultado nesta cidade.,pt
8532,Fabriqué en acier inoxydable brossé.,fr
8533,"Jack, saya Presiden Amerika Syarikat.",ms
8534,"Uh, oh, look,you know what?",en
8535,Não tenho tempo para ler.,pt
8536,工作做完了。,zh_cn
8537,Podría animarlo.,es
8538,结了婚真好。,zh_cn
8539,Multimedia macht es möglich.,de
8540,ฉันเห็นดาว,th
8541,Votre système est défectueux.,fr
8542,消火器はどこ?,ja
8543,Làm sao mà quên được.,vi
8544,Bạn luôn điều khiển tôi.,vi
8545,Compilalo guardando il campione.,it
8546,문어 하나랑 맥주도 추가할까?,ko
8547,Aku tidak bisa bicara dengannya.,id
8548,Und Forschung soll Spass machen.,de
8549,Я смотрю ТВ постоянно.,ru
8550,ثُم حرقت نفسها.,ar
8551,Saya rasa bagus.,ms
8552,Giữ tay xung quanh bàn.,vi
8553,"Ancak, ilgili taraflar tarafından illa da böyle görülmeyecektir.",tr
8554,Compliments seront superbes affaires ensemble.,fr
8555,Том использует два компьютера одновременно.,ru
8556,Kita perlu menggeledah bangunan parkir.,ms
8557,La production va croissant.,fr
8558,저희 메뉴판을 아직도 안 주셨어요.,ko
8559,Ce dossier vous appartient.,fr
8560,Я хочу изменить глагол.,ru
8561,恐怕不开了。,zh_cn
8562,Tom sangat gemetaran.,id
8563,El precio es muy dominante.,es
8564,Có vé tốt nhất không?,vi
8565,Perintah itu datang daripada presiden.,ms
8566,هيا، ها نحن ذا نذهب.,ar
8567,سوف أعيدك إلى الزنزانة.,ar
8568,Солнце зашло.,ru
8569,Saya butuh kopi.,id
8570,Ratifikasi akan dipertukarkan di Berlin.,id
8571,Vamos pensar um pouco nisso.,pt
8572,Tên tôi là Cheol Soo.,vi
8573,Eu encontrei Tom no parque.,pt
8574,Haz clic en Establecer páginas.,es
8575,Возможности преследования указанных выше преступлений.,ru
8576,Quanto custa uma cerveja?,pt
8577,Abbiamo panini originali su ordinazione.,it
8578,ได้ฉันจะ,th
8579,Eu cresci aqui em Boston.,pt
8580,Gara difficile con la Lazio dovremo essere perfetti. conzentrazione massima.,it
8581,"Hakikatnya, mereka datang dan pergi.",ms
8582,나는 저기 철판 스테이크 먹을래.,ko
8583,だったら何?,ja
8584,学校はどう?,ja
8585,"Pick 'em, as they say.",en
8586,Ini tutup pukul enam.,id
8587,次があるさ。,ja
8588,¿Cómo envío mis artículos comprados?,es
8589,Mana bukti jenayah telah dilakukan?,ms
8590,They're still working on it.,en
8591,Araştırma alanınızdaki büyük veri analitiği uygulamasını açıklayın.,tr
8592,"Oh honey, no, you sit.",en
8593,TV không hoạt động tốt.,vi
8594,Descargar ficha técnica Falanghina.,es
8595,이 제품은 마음에 드시나요?,ko
8596,Many feared war would erupt.,en
8597,샐러드에 소스는 따로 주시나요?,ko
8598,Ve haftada üç kez benimle kahve içmiyorsun.,tr
8599,Maybe go on a picnic.,en
8600,你薪水高吗?,zh_cn
8601,ฉันแพ้ฝุ่น,th
8602,Sudah berapa lama Anda mencari?,id
8603,Sirva-se de mais batatas fritas.,pt
8604,"Yani, rolü üstlenmeyi seçersem mi demek istiyorsun?",tr
8605,คนโง่จริง ๆ,th
8606,Том хотел быть программистом.,ru
8607,"E 'il nostro menu, il merluzzo, il rosmarino, e tacchino.",it
8608,호밀빵 말고도 다른 종류도 있습니다.,ko
8609,Я свободен весь день сегодня.,ru
8610,มันดูดี,th
8611,واقفًا في منتصف كرة برق.,ar
8612,Você gostaria de mais arroz?,pt
8613,Ibumu mengkhawatirkanmu.,id
8614,أوه، أنت تنظر إليها.,ar
8615,Keuntungan kami menurun tahun lalu.,id
8616,今日は何日?,ja
8617,Saya mendengar Anda memainkan musik.,id
8618,A que distância de Brno?,pt
8619,โอ้ นั่นไง!,th
8620,求你不要走。,zh_cn
8621,Wir liefern Clomifen.,de
8622,ฉันแค่ไป,th
8623,تنسخ Haley واجبها المنزلي.,ar
8624,"Infine, se posso permettermi, ho alcune osservazioni da fare.",it
8625,Jangan berharap terlalu banyak.,id
8626,正直に話して。,ja
8627,Ibu adalah koki yang baik.,id
8628,바르셀로나 가서 뭐 하면 될까요?,ko
8629,Büyük bir sevgi beslediğim beyefendi bana kin beslemeyecek.,tr
8630,用意はいい?,ja
8631,看着我的嘴。,zh_cn
8632,Nella fascia oraria attuale puoi prelevare denaro gratuitamente.,it
8633,ทันสมัย!,th
8634,지금 필요한 건 스피드야.,ko
8635,Saya mengalaminya sekali.,id
8636,そうなんだ?,ja
8637,Фундаментальное требование не было адресовано.,ru
8638,Он просто хотел поделиться радугой.,ru
8639,Téléchargez le manuel qualité ici.,fr
8640,Bewerten der Effizienz von Kapitalinvestitionen.,de
8641,Sous tension avec l'automatisation intelligente.,fr
8642,Un appareil capture votre imagination.,fr
8643,"Anímame, nena.",es
8644,So help me out here.,en
8645,Menghasilkan keuntungan bagi klien.,id
8646,Плохие новости имеют тенденцию распространяться.,ru
8647,Aku ingin pergi bersamanya.,id
8648,وبالتأكيد أنا لست وحيدًا.,ar
8649,Para actualizar el Plan Estratégico.,es
8650,Le film est tout nouveau.,fr
8651,気分悪いの?,ja
8652,키도 크고 몸집도 좋아졌구나.,ko
8653,He'll stop pissing us off.,en
8654,家族がいる?,ja
8655,Я - не луддит.,ru
8656,Das Skript ist nun mehrsprachig.,de
8657,Выводить не с начала файла.,ru
8658,欠席は?,ja
8659,ماذا يرتدي بحق الجحيم؟,ar
8660,E secondo: quando posso aspettarmi di riceverne uno?,it
8661,Eu não quero mesmo ir.,pt
8662,Tom hampir tertabrak.,id
8663,"Awak tidak perlu jelaskannya, Nabeel.",ms
8664,約1時間半。,ja
8665,يسمى هذا رئة مدمرة تلقائياً.,ar
8666,Seni rahatsız ettiğim için üzüldüm.,tr
8667,¿Tenemos camarera?,es
8668,Diğer noktalara geçmeden önce bunu vurgulamak istedim.,tr
8669,"A mio avviso, possiamo fare molto.",it
8670,ดูแลมันดี ๆ,th
8671,"Ya. Betapa pantasnya ia, Richard?",ms
8672,من أين أتى ذلك؟,ar
8673,Que sont les médias ?,fr
8674,Я сейчас размышляю.,ru
8675,Saya akan melakukan apapun untukmu.,id
8676,Этический кодекс сулит несколько выгод.,ru
8677,"Enfin, cliquez sur Terminer.",fr
8678,Hafta sonları dışarı çıkıp güzel zaman geçiriyoruz.,tr
8679,Я путешествовала только с тургруппами.,ru
8680,寝不足です。,ja
8681,Galileu não inventou o telescópio.,pt
8682,Este comercio va en ascenso.,es
8683,Geçen sefer geldiğimde çatı açık değildi.,tr
8684,会ってみる?,ja
8685,Couverture large de logiciel diagnostics.,fr
8686,Didn't say it out loud.,en
8687,"Jack, kelihatan seperti Samir berdiam.",ms
8688,"Hei Cranston, saya mencari Kenneth.",ms
8689,恐怕不合身。,zh_cn
8690,Katolik olarak Hükümetle aralarını bozmak istemiyorlar.,tr
8691,Niyet soruları sorunları bulanıklaştırıyor ve güven kayboluyor.,tr
8692,Это облачный день.,ru
8693,Die Technologie ist rein.,de
8694,Cela augmente la pression artérielle.,fr
8695,وتم سحقنا جميعاً!,ar
8696,Я пойду в парк.,ru
8697,Mình cùng nhau đi nhé.,vi
8698,你说销售部。,zh_cn
8699,干吗问那个。,zh_cn
8700,เธอไปตายซะ,th
8701,Kebocoran biologi? Apa maksudnya?,ms
8702,"Orang menerobos keluar, seperti kotoran.",ms
8703,주차장도 근처엔 없는데 차를 어떡하지?,ko
8704,"Quindi, in realtà stiamo facendo più del dovuto.",it
8705,Die Webseite benutzt Cookies.,de
8706,Télécharger Titan Poker logiciel GRATUIT!,fr
8707,И мы уязвимы.,ru
8708,Eu morava perto de Tom.,pt
8709,Он теннисист по раскладу сил.,ru
8710,"Это сложно, не так ли?",ru
8711,벌써 가을이라는 게 믿기지가 않아.,ko
8712,Gardez votre machine tranquille!,fr
8713,Inizieremo la campagna dopo circa un mese.,it
8714,Bakanın mevcut durumla ilgili yanıtlaması gereken sorular bunlar.,tr
8715,PERKINS Motor ist auch optional.,de
8716,لذلك اشتريت تذكرة جديدة.,ar
8717,Я здесь не один.,ru
8718,"Sebenarnya, saya berasa semakin baik.",ms
8719,Как много людей едят?,ru
8720,"Vorrebbe unire i suoi due conti in uno, giusto?",it
8721,ذلك يشبه للغاية Claire.,ar
8722,Awak benar-benar Picasso yang kesepian.,ms
8723,"Saia, por favor, da piscina.",pt
8724,わかったの?,ja
8725,"Mari fahamkan rekod itu, boleh?",ms
8726,أنت ستعمل فقط بدوام جزئي.,ar
8727,几个月之前。,zh_cn
8728,Es una aplicación muy útil.,es
8729,Le processus de réparation démarre.,fr
8730,I didn't say he didn't.,en
8731,Questo mostra quanto poco sappiamo di noi stessi.,it
8732,Я должен купить новые туфли.,ru
8733,何か言った?,ja
8734,Potete consigliarmi se quella nota è ora in arrivo?,it
8735,الأمر فقط أنني أكرهه كثيراً.,ar
8736,그냥 빈손으로 와도 됐는데.,ko
8737,"Çin'in temel sorunu, rekabet avantajının olmamasıdır.",tr
8738,ماذا عنك؟,ar
8739,Ayrı büyüyorduk ve birbirimiz olmadan daha iyiyiz.,tr
8740,Wie werden die Daten gesichert?,de
8741,Il mio amico mi incontra lì.,it
8742,Bob el robot ama tesoro.,es
8743,Awak sukar menemui tempat ini?,ms
8744,Posso farlo in modo che corrisponda al tuo budget.,it
8745,L'hôtel assure accès Internet gratuit.,fr
8746,Yakın ilgi anlaşmalarının kapsamı her zaman genişlemektedir.,tr
8747,Bu tartışmaların şap hastalığı ile hiçbir ilgisi yoktu.,tr
8748,ابق بعيدًا عن مخدرات الشارع.,ar
8749,Mereka mula menutup kawasan itu.,ms
8750,Abajo vemos el ambiente generale.,es
8751,Regardez un film en anglais.,fr
8752,Mình đang chờ bạn đây.,vi
8753,I never run traffic lights.,en
8754,I say it again now.,en
8755,Dan kehilangan beberapa teman.,id
8756,"Sto preparando il documento, quindi siediti e aspetta qui.",it
8757,Ce produit dure deux ans.,fr
8758,Ada banyak air setelah hujan.,id
8759,Ricordo di averlo sentito nominarlo.,it
8760,"엥, 왜 어떤 곳인지 몰라?",ko
8761,직원한테 자세하게 한번 물어봐야겠다.,ko
8762,Hay suficiente capacidad para equipaje.,es
8763,음주 운전에 걸린다기보다 위험하다는 거지.,ko
8764,Don't they all say that?,en
8765,Ele imita os outros pintores.,pt
8766,Cada aplicación requiere distinto rendimiento.,es
8767,Rechargez votre téléphone !,fr
8768,Instale el disco duro.,es
8769,مرحباً بكم في King's Landing!,ar
8770,뭐든 장단점이 있으니 고민이 되네.,ko
8771,怪しいですね。,ja
8772,Maria confessou que é prostituta.,pt
8773,Contrôle technique nouveau!,fr
8774,舅舅先走了。,zh_cn
8775,Non sto dicendo che dobbiamo accettare tutto.,it
8776,Dobbiamo fare tutto il possibile per cambiare questo.,it
8777,Welche Daten werden abgefragt?,de
8778,Das hört sich super an!,de
8779,Это полуфинал соревнования Big Bounce.,ru
8780,我喜欢慢跑。,zh_cn
8781,Los modos de pago disponibles.,es
8782,Bermimpi sampai ke NBC.,ms
8783,哪儿卖女装?,zh_cn
8784,Eu sabia que Tom retornaria.,pt
8785,Este producto contiene cafeína.,es
8786,Di tanto in tanto rischiarato da momenti di raro splendore.,it
8787,سأعطيك واحدة لا تختفي بسهولة.,ar
8788,다음에 더 좋은 데 찾을게.,ko
8789,Saya haus.,id
8790,Géothermie avec isolation parfaite.,fr
8791,Senang bertemu dengan mu.,id
8792,Eu sei que eu ficaria.,pt
8793,Utiliser l'épargne en ligne .,fr
8794,Saya terkena ruam pada lidah.,id
8795,»url« ist eine URL.,de
8796,牵着鼻子走。,zh_cn
8797,"Sí, este proceso ES poderoso.",es
8798,Meu carro bebe muito.,pt
8799,计划失败了。,zh_cn
8800,"Quindi, hai i nostri migliori auguri per questo sforzo.",it
8801,Sporting heroes command our attention.,en
8802,"Baiklah, awak tidak banyak berubah.",ms
8803,Есть? Пить? А язык!,ru
8804,La supervisión médica es esencial.,es
8805,지금 저도 못 잡아먹어서 안달인데요.,ko
8806,Nhìn người khác chơi.,vi
8807,ما هي القصة هنا؟,ar
8808,누구랑 헷갈린 거니 혹시?,ko
8809,هل ترى، يا Mitchell؟,ar
8810,Alarm berbunyi dengan suara keras.,id
8811,"Hentikannya! Hentikannya! Richard! Richard, hentikannya.",ms
8812,Você gosta do nome Joseph?,pt
8813,Tôi muốn đặt giờ trà.,vi
8814,烤肉知道了。,zh_cn
8815,É interessante jogar basquete.,pt
8816,할 수 없이 다니는 거지.,ko
8817,"Hanya sakit sedikit, sedikit mual.",ms
8818,Ver programa aparte.,es
8819,Salah saya sendiri kerana mengejarnya.,ms
8820,Нет никаких признаков этого влияния.,ru
8821,45분 뒤에 상영하는 걸로 예매하자.,ko
8822,Intentaremos cambiarlo.,es
8823,Порядок определения размера вознаграждения Аудитора.,ru
8824,Não há mares na Armênia.,pt
8825,"Atıkların geri kazanılması, önleyici tedbirlerin başlatılamadığı ikinci aşamadır.",tr
8826,손질 없이 그대로 담아 드릴게요.,ko
8827,يجب عليّ دعمك أكثر.,ar
8828,Saya hanya mencoba untuk membantu.,id
8829,Buscando esta aplicación Apk?,es
8830,Penyamaran? Kenapa awak melakukan penyamaran?,ms
8831,Termasuk rakan saya-- Bill Buchanan.,ms
8832,烤得这样好。,zh_cn
8833,Ve koyu gözleri onun çıplak organizmasına bakıyor gibiydi.,tr
8834,ใช่ ด้านนอก,th
8835,明日はどう?,ja
8836,Chúng tôi chọn set A.,vi
8837,去年是去年。,zh_cn
8838,干嘛什么事。,zh_cn
8839,可是智秀你。,zh_cn
