text,label_true,label_pred
"Menurut penduduk Kampung Baru, Mansor Abdul Rahman, 71, penduduk kampung bersama arwah ayah dan datuknya pernah menemui sebuah dangau usang yang turut menyimpan dua guni beras dan dua guni sotong kering.",ms,ms
"“Sementara ini baru pakai pesan WhatsApp, warga kontak nomor pedagang atau koordinatornya nanti dibelikan lalu diantarkan.",id,id
"Kita tengok rekod dalam tiga edisi Sukma terakhir, jumlah kes doping tidak turun dengan empat kes dilaporkan dalam setiap temasya, di Pahang (2012), Perlis (2014) dan Sarawak (2016).",ms,ms
"Sesungguhnya orang yang membazir itu adalah saudara syaitan, sedangkan syaitan itu pula adalah makhluk yang sangat kufur kepada Tuhannya.”",ms,ms
"Dia meminta FIFA, badan pengatur sepakbola dunia, untuk campur tangan dan membela hak-hak Iran, dengan mengatakan presidennya, Gianni Infantino ""ada di Teheran tahun lalu dan dia telah melihat suasana spektakuler dan aman stadion kami.""",id,id
"Seperti diketahui, enam dari 10 pengikut Rizieq Shihab tewas ditembak polisi di Tol Jakarta-Cikampek.",id,id
"""Dengan adanya informasi terbaru ini masyarakat diimbau sadar kita harus menyiapkan mitigasi itu,"" jelasnya.",id,id
"Berkongsi keunikan piza dihasilkan Chef Anchor Food Professionals, Noorfiruz Mohd Noor, yang menggunakan lapisan warna dan rasa berbeza di atas piza supaya semua dapat menikmati rasa kegemaran masing-masing pada setiap kepingan.",ms,ms
"Memberi contoh adegan ranjang, beliau berkata, meskipun ada dalam karya yang diadaptasi, pengarah tidak semestinya merealisasikannya secara terangterangan sehingga melanggar batas agama dan menimbulkan rasa tidak senang penonton.",ms,ms
"Dalam kes Indira, mahkamah memutuskan bahawa Mahkamah Tinggi Ipoh telah melakukan kesilapan bila ia mengeluarkan perintah mandamus pada 12 September lalu, memerintahkan Ketua Polis Negara (KPN), Tan Sri Khalid Abu Bakar menangkap Mohd.",ms,ms
"Dengan kemenangan itu TV3 meraih hadiah wang tunai RM1,500 manakala Utusan me­nerima RM1,000.",ms,ms
"""Kita sangat mudah membenci sesuatu yang tidak kita mengerti.",id,ms
"Keputusan undian dalam kalangan kaunselor majlis perbandaran itu yang berlangsung pada 9 Oktober lalu menyaksikan undian 42-3 dengan enam lagi berkecuali, lapor portal News North Wales.",ms,ms
"ID - Anak kedua Maia Estianty dan Ahmad Dhani, merayakan ulang tahun ke-21.",id,id
"“Jika seseorang sudah membuat keputusan untuk mengambil peluang dalam bulan Ramadan untuk berhenti merokok, ia sebenarnya sama dengan bulan lain.",ms,ms
“Ia menjadikan hari saya sempurna.,ms,ms
Jaksa Penuntut memiliki waktu 14 hari kerja untuk menyusun surat dakwaan terhadap Budi Santoso dan Irzal Rizaldi.,id,id
Akibatnya dua orang ini pun tertimpa reruntuhan.,id,id
"Per Ahad (26/4), total pasien positif Covid-19 di Indonesia sebanyak 8.882 orang.",id,id
"Ketua Polis Daerah Kajang, Asisten Komisioner Othman Nanyan berkata, mang­sa bersama tiga rakannya bermain di tepi sungai terbabit sebelum selipar salah seorang rakannya terjatuh ke dalam sungai itu.",ms,ms
Soal dan Jawaban TVRI 25 September 2020 Tugas SD Kelas 1-3:…,id,id
"Ini ialah ‘DNA’ BN terutama di negeri Perak, melainkan dia mempunyai jawatan lain yang memerlukannya berada di Kuala Lumpur,’’ katanya.",ms,ms
"""Langkah ini diambil bagi memudahkan orang ramai membuat pemantauan.",ms,ms
"""Rutinitas baru tersebut tidak jarang menimbulkan keluhan yang mengganggu, misalnya jerawat akibat masker (), kulit kering, hingga iritasi kulit,"" tuturnya secara virtual, Rabu 26 Agustus 2020.",id,id
"Sementara itu, rekan setim Quartararo, Franco Morbidelli yang menjadi tercepat pada FP2 dengan mencatatkan waktu 1 menit 39,789 detik.",id,id
"Baca Juga : Gantung Panci, Sisca Soewitomo Pensiun dari Dunia Masak Tanah Air?",id,id
"Berbanding acara sebelum ini, penganjuran itu memperlihatkan kelainan ketara dengan perubahan lokasi bagi menarik lebih ramai penyertaan dari dalam dan luar negara.",ms,ms
Allah Subhanahu Wata'ala berfirman dalam Surah An-Naba' ayat 21 - 28 yang tafsirnya : ''Sesungguhnya neraka jahanam adalah tempat memerhati bagi penjaga neraka.,ms,ms
"Memilih konsep ini kerana katanya nampak ‘manis’ dan tenteram jiwa, malah hiasan Inggeris menambat hatinya sejak mendiami rumah tersebut kira-kira tiga tahun lalu.",ms,ms
Aksi itu menuntut aparat kepolisian membebaskan HRS.,id,id
"Oleh itu, pada Selasa lalu berlangsung Seminar dan Forum Kesejahteraan Rakyat dan Menangani Kenaikan Kos Sara Hidup di Universiti Teknologi Malaysia (UTM).",ms,ms
Malah ia bukan an­daian tapi sudah menjadi satu hakikat.,ms,ms
"Juragan berumur 43 tahun itu menggunakan bot jongkong untuk menyeludup keluar 100 karton minyak masak 1,700 kilogram yang dianggarkan bernilai RM4,760.",ms,ms
"Beliau berkata, antara aktiviti dan sukan rakyat yang diadakan adalah maraton batik keliling kampung, kukur kelapa, anyam ketupat, kopek bawang dan ikan bilis, hiasan tuala serta ukir buah tembikai.",ms,ms
"Sedangkan pemegang AP terbuka yang dikenakan yuran RM10,000 untuk satu AP tidak dibenarkan mengimport kenderaan dari negara ASEAN,” jelas beliau.",ms,ms
"Selain itu, gulai sakai dan salad Melayu yang terdiri daripada umbut bayas, umbut mereding, pucuk paku, pucuk ubi dan pucuk beluntas turut dihidangkan bersama air lawar iaitu kuah kerabu.",ms,ms
Penurunan penerimaan negara mendekati angka 10 persen per Mei 2020.,id,id
Proses rekaman sudah selesai dilakukan.,id,id
"Keperluan mangsa yang cedera untuk mendapatkan rawatan kecemasan telah menjejaskan kapasiti untuk merawat pesakit kanser, jantung dan diabetes selain menyebabkan wanita hamil kekurangan katil di hospital untuk melahirkan anak dengan selamat, ujar Chan.",ms,ms
Hal tersebut diketahui setelah Kementerian Kesehatan menggelar tes swab.,id,id
"Bahkan, sebelumnya, ada tempat hiburan Karaoke Matador di Ruko BSD, Serpong, yang juga disegel pada 14 Mei 2020 malam.",id,id
"Dan bagi kios tempat berjualannya, kita minta melakukan penutupan sementara kemudian dibersihkan,"" ujarnya.",id,id
"Menteri Perindustrian Agus Gumiwang Kartasasmita saat mengunjungi Industri Kecil Menengah tempe dan tahu di Kelurahan Semanan Kecamatan Kalideres, Jakarta Barat, Kamis.",id,id
Peninjauan balai pelatihan tersebut dalam rangka melihat langsung sejumlah sarana dan prasarana untuk mendukung pelatihan kerja.,id,id
“Wang yang dibungkus dalam sebuah plastik itu adalah milik Dr.,ms,ms
"Jelasnya, pendekatan tersebut secara tidak langsung akan menarik perhatian kedatang pelancong bukan sahaja pusat peranginan terkenal itu malah ke tanah besar Kedah juga.",ms,ms
"Kata beliau, sebelum kejadian seorang saksi memberitahu ternampak lebih kurang 100 buah motosikal dipercayai mat rempit sedang berlumba dari arah Plaza Tol Ipoh Selatan berhampiran Ampang menghala ke Simpang Pulai-Gopeng kira-kira pukul 3 pagi.",ms,ms
"Mengalir dari tebing setinggi kurang lebih 30 meter, serta hijaunya pepohonan, membuat para pengunjung betah di objek wisata yang satu ini.",id,id
Di Asia sendiri diprediksi akan mencapai 32 triliun USD.,id,id
"Euro naik 0,50% menjadi USD1,1774 atau level tertinggi sejak 21 September.",id,id
Namun kabar mengenai PSSI berencana melanjutkan Liga 1 2020 mulai September atau Oktober mendatang tentunya memberikan angin segar kepada seluruh pemain.,id,id
Ahmad Zaenudin menuturkan bahwa dia mendapati semburan air panas di rumahnya setelah merasakan hawa panas dan melihat kepulan asap keluar dari satu ubin lantai.,id,id
Kedua-dua pertuduhan itu dikemukakan mengikut Seksyen 409 Kanun Keseksaan yang memperuntukkan hukuman penjara sehingga 20 tahun dan sebat serta boleh didenda jika sabit kesalahan.,ms,ms
"Pertuduhan pertama, tertuduh berusia 56 tahun itu didakwa melibatkan diri dalam aktiviti pengubahan wang ha­ram iaitu memiliki wang berjumlah RM1,984,797.08 di da­lam akaun Amanah Saham Wawasan 2020 miliknya yang merupakan hasil aktiviti haram.",ms,ms
Lalu melakukan isolasi ketat.,id,id
"Jujur, saya tidak memutuskan untuk balapan di Montmelo untuk menguji diri saya sebagai pembalap atau untuk mendapatkan kembali perasaan bisa balapan lagi,” sambungnya.",id,id
"Mantan Presiden Korea Selatan, Park Geun-hye.",id,id
"Di samping itu, Arief juga menyatakan KPU menerapkan kebijakan bekerja dari rumah mulai hari ini sampai dengan 22 September mendatang.",id,id
"Foto: Suasana Kampung Baeud, Desa Samida, Kecamatan Selaawi, Kabupaten Garut, yang menerapkan karantina mandiri, Kamis (11/6).",id,id
AGENDA bumiputera sejak dahulu sentiasa diberi penekanan oleh kerajaan menerusi pelbagai pendekatan mengikut peredaran masa.,ms,ms
Harusnya dibuat RUU dulu.,id,id
"""Ia sedikit ringan.",ms,id
Insiden terbaru ini menjadikan sekurang-kurang 17 kejadian membakar diri telah berlaku sejak tahun lalu yang kebanyakannya terjadi di wilayah Sichuan.,ms,ms
"Berikutan dapatan tersebut, produk-produk berkenaan adalah dilarang untuk diimport dan dijual di negara ini.",ms,ms
"“Proton hendak menjadikan Iran sebagai batu loncatan untuk memperkembangkan pasarannya di negara-negara sekitar seperti Turkimestan, Tajikistan dan sebagainya,” katanya.",ms,ms
Seorang remaja berusia 15 tahun memecahkan rekor menjadi pemain termuda yang tampil dalam ajang Liga Spanyol tersebut.,id,id
"Bukan hanya bermanfaat secara akademis, namun juga berpengaruh pada psikologis anak.",id,id
"Demonstrasi itu dianjurkan oleh badan pemantau penempatan haram Yahudi, Peace Now, di jalan-jalan raya berdekatan kediaman Perdana Menteri, Benjamin Netanyahu.",ms,ms
"AKBP Triyadi, melalui Kasub Humas, Iptu R Sormin, mengatakan, pelaku sebelumnya sudah diamankan dari rumah warga di Desa Mela, Kabupaten Tapanuli Tengah (Tapteng) pada Selasa (21/4/2020) pagi.",id,id
"Yunus; Pre­siden dan Ketua Pegawai Eksekutif CGC, Mohd.",ms,ms
"Kita harus memilih saham yang memiliki dampak langsung terhadap program ekonomi,” ujarnya.",id,id
"Namun, dia cemerlang dari segi kokurikulum dan menjadi wakil Johor dalam beberapa acara di peringkat kebangsaan.",ms,ms
"Generasi terdahulu pasti merindui sukan tradisi yang sudah lama ditinggalkan, sementara generasi muda seharusnya diperkenal semula dengan permainan rakyat ini supaya tidak terus dilupakan.",ms,ms
"Jika sebelum ini Wan Salmah menjual ubi yang ditanam sendiri, kini beliau mendapatkan hasil kebun itu daripada pembekal di Bukit Payung kerana tidak mampu mengusahakan tanaman itu kerana faktor kesihatan.",ms,ms
"Walaupun kehadiran dalam ceramah politik bukanlah satu kayu ukur yang tepat, ia sedikit sebanyak dapat memberi gambaran awal mengenai tahap sokongan pengundi.",ms,ms
"Selain itu, untuk peningkatan jalan sepanjang 523 kilometer dan pembangunan jembatan sepanjang 983 meter.",id,ms
Pertemuan kala itu membuatnya jatuh cinta dengan dengan makhluk besar pemakan plankton tersebut.,id,id
Ronaldo saat memperkuat Manchester United.,id,id
Alhamdulillah nampaknya mereka merestui hubungan kami.,ms,id
Termasuk hingga saat ini belum ada panduan dalam bentuk dokumen resmi yang menjadi pegangan tim sebagai dasar penanganan saat terjadi sesuatu bagi anggota tim.,id,id
"Matahari sedang ghurup, menandakan kematian siang.",ms,ms
"Menurut Norsiah, ketika tinggal di kuarters tentera, semua perabot disediakan, dan semasa berpindah ke pangsapuri ini mereka juga tidak membeli banyak perabot memandangkan keluasannya tidaklah sebesar mana.",ms,ms
Penduduk tempatan mudah mesra NAH..,ms,ms
"Sudah tentu mereka boleh mengkritik, tapi kritikan itu mestilah bersifat konstruktif.",ms,ms
Madrid berhasil jadi jawara Liga Champions di musim tersebut.,id,id
Selai kacang enak disantap dengan roti gandyum atau cake favoritmu.,id,id
"Dalam pada itu, usaha penyelidikan berkenaan turut menyaksikan Dr Nethia Mohana terpilih sebagai seorang daripada tiga penerima Anugerah L'Oreal-UNESCO For Women in Science 2016, baru-baru ini.",ms,ms
"Dalam sidang WIEF ke-12 yang bertemakan Desentralisasi Pertumbuhan, Memperkasa Perniagaan, Najib selaku Penaung kepada Yayasan WIEF akan me­nyampaikan ucapan khas semasa majlis perasmian pada 2 Ogos 2016 yang disempurnakan oleh Presiden Jokowi.",ms,ms
"Sidang Tahunan 2020, Jokowi: Pemerintah Tak Main-Main Berantas Korupsi!",id,id
"Akhirnya dalam masa setahun, berat badan akan meningkat sebanyak 24.77 kilogram (kg) iaitu kenaikan satu kg bagi setiap 8,000 kalori yang tidak dibakar.",ms,ms
"Karena takut ketularan virus Corona, Negara yang nomor satu menolak kedatangan turis China adalah kawan lama China, Korea.",id,id
"Penyerang Real Sociedad Willian Jose (kiri) menjadi incaran Barcelona, Manchester United dan Tottenham Hotspur.",id,id
"“Namun dari 64,2 juta UMKM ini hanya 11% yang menggunakan pembiayaan perbankan,” kata Mohamad Fany Alfarisy dalam diskusi virtual, Kamis (8/10/2020).",id,id
Setelah dibunuh kemudian jasad korban langsung diletakkannya ke dalam karung kemudian jasad tersebut dibawanya menggunakan angkot menuju Jembatan Air Merah Kecamatan Curup Tengah untuk dibuang.,id,id
Sebelumnya Gubernur DKI Anies Baswedan pernah membahas hanya sebatas rencana pembangunan stasiun MRT di monas.,id,id
"Yang jelas, lanjut Pradi, pihaknya mengajak peran masyarakat dalam pilkada ini agar semua berjalan kondusif untuk kepentingan bersama.",id,id
"MAOC Selangor membawa pulang Piala Pusingan Presiden MAOC selepas muncul juara keseluruhan, dan wakil negeri itu juga adalah yang paling ramai menyertai perhimpunan kali ini.",ms,ms
Dua tim ini memiliki sederet bintang kelas dunia dan sama-sama sudah lima kali juara Liga Champions.,id,id
"Namun, ada juga pilihan lain dengan tetap nekat berekspansi dan mengharapkan keuangan pulih pada 2021—2022.",id,id
Menyertai Festival Kasut di Pusat Dagangan Dunia Putra (PWTC) pada tahun 2012.,ms,ms
Pasien laki laki dewasa asal Kota Blitar itu sudah pulang dari RSUD Mardi Waluyo.,id,id
"""Di Indonesia kalau (zona merah) Rt masih di atas 1, kalau sudah biru tanda wilayahnya di bawah 1. Indonesia sekarang Rt 1, kalau Jakarta turun-naik.",id,id
"Supomo bilang, kajian ini melibatkan banyak pihak seperti Satgas Covid, Ikatan Dokter Indonesia (IDI), pakar epidemiologi serta stakeholder lain.",id,id
Amar bahagia dapat mempersurikan wanita idamannya.,ms,ms
Mengingat pandemi corona masih belum berlalu.,id,id
"Diantaranya, lanjut Kusuma Santi, kelemahan dari sisi keamanan selama perjalanan, lamanya waktu tempuh dan menimbulkan social cost yang cukup tinggi.",id,id
Warna-warna cerah seperti ini juga tidak menjadikan dapur nampak gelap dan mudah disesuaikan dengan warna-warna barangan lain.,ms,ms
"Sedangkan Walinagari Pangkalan, Rifdal Laksamono sudah menyerahkan persoalan tersebut ke penegak hukum melalui pengacaranya.",id,id
"Ibunya, yang juga tukang jahit, mempunyai banyak perca di rumah.",ms,ms
Sedangkan kandungan yang ada di dalam Royal Wellness sendiri yaitu asam sialat yang berfungsi membantu menjaga daya tahan tubuh dan metabolisme tubuh.,id,id
"Hal itu disampaikan Taufik kepada calon wakil bupati Indramayu, Ratnawati.",id,id
"Sampo yang mengandung alkohol tak mesti dihindari, asalkan jenis alkoholnya tepat.",id,id
Tanpa alasan yang jelas Aries bisa merenungi diri hari Sabtu ini.,id,id
Dia menemani saya berlatih.,id,ms
"SR ditembak karena melawan saat hendak ditangkap oleh tim gabungan Polsek Gambut, Unit Buser Polres Banjar dan Unit Opsnal Subdit 3 Jatanras Ditreskrimum Polda Kalsel.",id,id
"Menurutnya, pemilik produk dan pengunjung akan berbincang mengenai harga dan dikehendaki untuk menurunkan tanda tangan pada dokumen perjanjian yang akan disediakan.",ms,ms
"Sementara dari Citicon penyerahan bantuan tersebut diwakili oleh Pramono Wiranata Kusuma, human resources development (HRD) manager.",id,id
Pelopor format video temporer ini juga sudah menyiapkan banyak Lens untuk memeriahkan tahun baru.,id,id
Kita perlu ada perancangan tersendiri.,ms,ms
Korban kemudian melaporkan kejadian tersebut ke polisi.,id,id
"Ketika berucap dalam majlis itu Mary Yap berkata, dalam konteks inovasi, hasil penyelidikan dan pembangunan (R&D) dapat membawa kepada pengkomersialan produk dan pengkomersialan idea.",ms,ms
"Dengan kadar tukaran asing yang tidak memihak kepada Malaysia disebabkan penyusutan nilai ringgit, usaha mempromosikan produk ke seberang laut khususnya blok Eropah, pastinya memeritkan.",ms,ms
"Anggota DPR RI Fraksi PAN Periode 2019-2024, Hj Intan Fauzi, SH, LL.M. Foto: Dokpri for JPNN.",id,id
"Meski memiliki sejarah panjang, Finlandia tidak pernah lolos ke putaran final Piala Dunia dan Piala Eropa.",id,id
"Tak hanya CGV Mall Grand Batam yang sudah mengajukan izin, beberapa bioskop lainnya menurut dia juga sudah mengajukan hal yang sama.",id,id
"Katanya lagi, hal demikian kerana setiap antara mereka mempunyai watak dan minat terhadap muzik yang berbeza-beza.",ms,ms
"Polis menganggarkan lebih sejuta orang menyertai tunjuk perasaan itu, yang turut disertai oleh puluhan ribu pemuda, pesara dan penganggur di seluruh Perancis.",ms,ms
Ada alasan emosional yang membuat pesepak bola berusia 16 tahun lebih memilih untuk menjadi seorang pesepak bola.,id,id
"22. Namun, mulianya hati Nabi, Baginda memilih untuk bersabar dan berjiwa besar serta lebih mementingkan usaha murni dakwah bagi menyebarkan kebaikan dan membangunkan masa depan ummah daripada membalas keburukan dengan keburukan.",ms,ms
"Owa terlebih dahulu dibius dengan cara ditulup, di dalam kandang rehabilitasi.",id,id
Semua sekolah itu telah melaksanakan tahapan protokoler antisipasi Ujian Nasional.,id,id
"Untuk menyelamatkan daya hidup pers nasional yang sedang menghadapi krisis ekonomi serius akibat pandemi COVID-19,"" demikian pernyataan resmi yang diterima, Kamis 14 Mei 2020.",id,id
Mereka ini sebenarnya bukan sahaja menjadi pengacau tetapi juga adalah anti masyarakat.,ms,ms
Kebun Raya Bogor yang dikelola oleh Lembaga Ilmu Pengetahuan Indonesia (LIPI) telah lama menjadi destinasi wisata edukasi yang menjadi ikon Kota Bogor.,id,id
"Sendiri aja dulu,"" ucapnya.",id,id
"“Seminggu sekali, biasanya hari Jumaat anak-anak akan faham kenapa saya hidang bihun, sebab kami kena jimat duit.",ms,ms
Terengganu umum bonus RM500 KUALA TERENGGANU 21 Nov.,ms,ms
Penanganan Covid-19 di Indonesia dianggap telah salah langkah sejak awal.,id,id
“Memang saya terkejut apabila dimaklumkan yang dia menghidap diabetes kronik kerana saya sangka dia hanya berdiet.,ms,ms
Ketiga-tiga bahagian tersebut dijangka habis dijual sebelum Grand Prix (GP) Motosikal Malaysia 2016 bermula pada hujung bulan ini.,ms,ms
"City belasah Hull untuk mara separuh akhirCity belasah Hull untuk mara separuh akhirRabu, 2 Disember 2015 @ 9:41 AMLONDON: Manchester City membelasah Hull City 4-1 untuk menempah tiket ke separuh akhir Piala Liga Inggeris, awal pagi tadi waktu Malaysia.",ms,ms
"Pesisir pantai negeri Selangor, Negeri Sembilan serta Johor biasa­nya menjadi lokasi yang ‘menyambut’ ketibaan migran haram ini.",ms,ms
"Ini merupakan antara petikan menarik dalam surat terbuka tersebut: “Sama ada kamu merupakan penyebab atau tidak, itu bukan isunya.",ms,ms
“Usaha mengedar penutup hidung dan mulut ini perlu dilakukan dari peringkat awal semasa ketibaan pelancong di pintu ma-suk lapangan terbang serta pintu-pintu masuk utama lain.,ms,ms
"Polis dalam kenyataannya berkata, heroin yang dibungkus dalam 145 paket itu ditemui dalam penghantaran barangan perabot rumah di Pelabuhan Botany, Sydney.",ms,ms
"Jadi kita plesetkan menjadi wasab-bae, sekilas 'what’s up baby',"" ungkap Valencia.",id,id
"Sebelumnya, Wapres Kiai Ma'ruf menyambut baik gagasan pertemuan antara dirinya Rizieq Shihab.",id,id
"Kita perlu lakukan ini untuk menarik orang seperti ini supaya dia boleh menyumbang buah fikiran kepada perjalanan parti di pe­ringkat bahagian, cawangan dan lain-lain.",ms,ms
"Terikat dengan West Brom meninggalkan mereka tujuh mata di belakang pendahulu Leicester City, yang boleh meraih kejuaraan dengan memenangi perlawanan di Manchester United, Ahad ini.",ms,ms
"“Sehubungan itu, berdasarkan komitmen negara bukan OPEC di Vienna, jumlah keseluruhan pengurangan pengeluaran yang dipersetujui setakat ini berjumlah 1.7 juta tong sehari.",ms,ms
"Jurulatih Real, Jose Mourinho yang kembali hangat dikaitkan kepulangan ke Liga Perdana minggu lalu, enggan bercakap dengan media dan hanya mengarahkan penolongnya, Aitor Karanka untuk mengulas perlawanan pasukan tersebut.",ms,ms
"Badan Meteorologi Klimatologi dan Geofisika (BMKG) telah memberikan peringatan dini cuaca ekstrem di sejumlah wilayah, Minggu (16/8/2020).",id,id
"Di samping itu, pengetahuan mengenai berkat dan untuk mendapatkan berkat wajar untuk diambil perhatian agar fahaman yang salah mengenainya dapat dihindari.",ms,ms
"Sebaliknya, dia memanfaatkan waktu dengan menggarap beberapa lagu baru.",id,id
"""Akhir-akhir ini yang Peugeot 5008 banyak terjual, karena kami fokus promosi ke mobil ini maka tren bergeser jadi banyak 5008 yang terjual.",id,id
"“Jangan beritahu yang kami akan diberi penempatan baharu atau apa-apa pampasan yang selama ini menjadi amalan kerajaan negeri, bagi saya ibarat merasuah rakyat sedangkan projek tambak laut ini tidak sedikit pun menguntungkan kami para nelayan.",ms,ms
Israel pernah melewatkan pembayaran kepada Palestin sebagai reaksi tidak senang rejim itu sebelum ini termasuk pada 2012 selepas Palestin memenangi undi PBB pada 29 November yang mengiktiraf Palestin sebagai sebuah negara bukan anggota badan dunia itu.,ms,ms
"“Kalau presiden hadapi ca­ba­ran, UMNO Sabah akan bangkit pertahankan parti.",ms,ms
Chord Gitar dan Lirik Lagu Akhiri Ini dengan Indah - Jikustik:…,id,id
Setelah mengetahui unsur-unsur tersebut setelah itu dapat menentukan warna.,id,id
"Walaupun bermula Januari 2012 semua logo halal sudah diselaraskan dengan menggunakan satu logo yang diperakui Jabatan Kemajuan Islam Malaysia (Jakim) untuk kegunaan di seluruh negara, namun realitinya bukan begitu.",ms,ms
"""Pelaksanaan pelatihan secara online ini kan sementara saja karena memang keadaan darurat Covid-19,"" kata Agung.",id,id
“Saya sedang mengumpul duit bagi memulakan perniagaan pakaian secara dalam talian.,ms,ms
"Pada tahun 2021, Kecamatan Wewaria,Kabupaten Ende mengusulkan dana sebesar Rp 6.605.917.634 untuk pembangunan di kecamatan tersebut.",id,id
"Menurutnya, operasi terbabit akan bermula pada 17 hingga 22 Januari ini dengan melibatkan 90 pegawai dan anggota dari tiga bahagian iaitu Bahagian GST, Pematuhan serta Penguatkuasaan.",ms,ms
"Bagi memberi kelainan kepa­da pelanggan, Bee Honey Cafe juga menyediakan ubi kayu rebus yang dimakan dengan ikan masin dan dicicah sambal tumis sebagai hidangan sarapan dan minum petang kerana hidangan tersebut agak sukar didapati ketika ini.",ms,ms
"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono memaparkan, penundaan paket kontraktual yang belum lelang dan pelasanaannya secar teknis dapat ditunda ke tahun depan.",id,id
"Jenis pakaian yang dikenakan dalam foto tersebut, yakni pakaian khas yang dikenakan oleh pengapit pengantin yang dikhususkan untuk anak laki-laki.",id,id
"Rahmat berkata, biarpun kisah itu kedengaran lucu, ia adalah sejarah penting di sebalik nama asal tempat itu.",ms,ms
"""Ini merupakan kerja keras, kekompakan MNC Pictures, tim RCTI dan MNCTV yang membuahkan hasil yang baik.",id,id
Kaum itu selalu dipersenda supaya balik ke China.,ms,ms
"Namun, salah satu rekomendasi tempat wisata pantai paling anti mainstream di Gunung Kidul adalah Pantai Nglambor.",id,id
"Bukan itu sahaja, sebenarnya Kena Main telah dihasilkan oleh Khalid pada 1989, pernah dipentaskan di Matic, Kuala Lumpur.",ms,ms
"Sebanyak enam kategori dinilai dalam HSKU 2015 iaitu Kategori Puisi, Kategori Cerpen Remaja, Kategori Cerpen Umum, Kategori Kajian Sastera, Kategori Rencana Sastera dan Kategori Novel Remaja.",ms,ms
"KOTA BHARU: Walaupun status skuad Pamoga Qu Puteh The Red Warrior (PQPTRW) masih tidak menentu dalam saingan Liga Malaysia (Liga M) musim depan, namun pemain tengahnya, Mohd Badhri Mohd Radhzi tetap menunjukkan komitmen tinggi bersama pasukannya.",ms,ms
"Keseronokan menjelajah Jepun diteruskan dengan kunjungan ke taman tema terkenal, Tokyo Disney Sea yang terletak di Urayasu.",ms,ms
"Ketua Pengarah Jabatan Bomba dan Penyelamat Malaysia (JBPM), Datuk Wan Mohd.",ms,ms
Noor Hisham Abdullah meminta orang ramai untuk tidak membuat spekulasi dan menyebarkan maklumat tidak tepat mengenai perkara tersebut.,ms,ms
Ini adalah kedua kalinya Iyut ditangkap karena kasus serupa.,id,id
"""Semoga pandemi ini segera berakhir sehingga kita bisa kembali beraktifitas seperti biasa,"" ungkapnya.",id,id
"Namun, penduduk di negeri berkenaan tetap diingatkan agar te­rus berwaspada dan berhati-hati dengan tidak melakukan perkara-perkara yang boleh mengundang bahaya pada musim tengkujuh ini.",ms,ms
File tersebut disebar ke dalam sebuah forum online.,id,id
Dia juga melukai leher serta menusuk perut Muryanto menggunakan obeng.,id,id
"Pimpinan CNRP, Kem Sokha, didakwa dengan tuntutan pengkhianatan dan dituduh menjalankan konspirasi dengan Amerika Serikat untuk menggulingkan Hun Sen--yang mana dibantah oleh Kem Sokha.",id,ms
Gaji terlalu awal iaitu minggu pertama bagi penjawat awam dan swasta pada bulan Julai menyebabkan pekerja terpaksa menunggu sehingga enam atau tujuh minggu lagi untuk gaji yang akan datang.,ms,ms
"Namun Benny tidak menyimpan kertas bukti transfer karena diminta atasannya, Yogi untuk dibuang.",id,id
Pepatah ini semakin jarang disebut lagi kerana semuanya sudah ditukar dengan perkataan ‘hidden agenda’.,ms,ms
"Tersangka N yang membagi perannya, untuk T yang mengeksekusi korban S. Kemudian tersangka D berperan menjemput korban S. De memberikan sejumlah uang kepada N untuk melarikan diri.",id,id
"Kalau lockdown, masyarakat tidak bisa ke mana-mana dan di rumah saja,"" katanya di Jakarta, Senin (30/3).",id,id
"“Berbanding kelajuan C-130 iaitu 280 knot, Airbus A400M terbang lebih laju iaitu mencecah 400 knot dan boleh membawa muatan sebanyak lapan tan,” ujar beliau.",ms,ms
"“Apa yang dilakukan Malaysiakini bukan perkara baharu malah, Isma dan Pertubuhan Pribumi Perkasa Malaysia (Perkasa) pernah menjadi sasaran mereka,” jelasnya.",ms,ms
Pendapatan pada suku dikaji meningkat kepada RM504.39 juta daripada RM459.78 juta.,ms,ms
Rumah kedai hangus terbakar KUALA LUMPUR 23 Okt.,ms,ms
"""Kami cuba mendapatkan perkembangan terkini sejak 27 Januari lalu.",ms,ms
"Franco Morbidelli akan memulai balapan dari start kedua setelah mencatatkan waktu 1 menit 31,723 detik.",id,id
"Komentator dan pengamat UFC, Joe Rogan, mengungkapkan faktor kekalahan Tony Ferguson dari Justin Gaethje.",id,id
Bagaimanapun kemeriahan sambutan berkenaan sedikit tercemar dengan sikap orang ramai yang tidak mempedulikan soal menjaga kebersihan pada malam ambang merdeka dan keesokan harinya.,ms,ms
"""Sama ada Rosli atau saya di hadapan, kami memang sentiasa sedia kerana bagi kami nama negara sentiasa dipikul di bahu.",ms,ms
FIUS punca bekalan elektrik utama terbakar akibat disambar petir malam tadi menyebabkan pergerakan kereta api Bukit Bendera tergendala.,ms,ms
"Untuk itu, kata mantan Gubernur DKI Jakarta ini, ada beberapa hal yang perlu dapat perhatian bersama yang.",id,id
"Dia akan menjadi manajer top,"" ujar Defoe kepada talkSPORT.",id,id
"Buat aku itu enggak masuk akal,” imbuhnya.",id,id
